title,keyword,category,subcategory,predication,departmenet
작년 2019년도에는 창원시 희망 근로 공공 근로를 청년형과 어르신형으로 따로따로 분리 해서 한 것으로 아는데 올해 공고에 올라온 것을 보니 희망 근로에 대해 따로 글은 없고 공공 근로만 올라와 있던데 올해는 희망 근로는 안 하는지 궁금합니다.,"['2019년도', '창원시', '희망', '근로', '청년형', '어르신형', '분리']",경제,기타,문의(질의),일자리창출과
작년 2019년도의 창원시 공고에서는 창원시 희망 근로와 공공 근로를 청년형과 어르신형으로 분리를 해서 한 걸로 아는데 올해에는 공공 근로만 올라와 있던데 올해는 희망 근로는 따로 없고 공공근로만 하는건지 궁금해요.,"['2019년도', '창원시', '희망', '근로', '청년형', '어르신형', '분리']",경제,기타,문의(질의),일자리창출과
올해에 올라온 공고를 보니 희망 근로에 대해 따로 글은 없고 공공 근로만 올라와 있습니다. 작년 2019년도에는 창원시 희망 근로 공공 근로를 따로 청년형과 어르신형으로 분리를 해서 한 걸로 아는데 희망 근로는 올해 없는건지 알려주세요.,"['2019년도', '창원시', '희망', '근로', '청년형', '어르신형', '분리']",경제,기타,문의(질의),일자리창출과
작년 2019년도에는 청년형과 어르신형으로 분리를 해서 창원시의 희망 근로와 공공 근로를 따로따로 한 걸로 아는데 올해에 올라온 공고를 보니 희망 근로에 대해 따로 글은 없고 공공 근로만 올라와 있던데 올해는 희망 근로는 안 하시는건지 알려주시길 바랍니다.,"['2019년도', '창원시', '희망', '근로', '청년형', '어르신형', '분리']",경제,기타,문의(질의),일자리창출과
의창 #@주소# 인근 제로페이 가맹점 담당자 확인 후 추가 요청합니다.,"['제로페이', '가맹점']",경제,기타,요청/개선,경제살리기과
의창 #@주소# 인근 제로페이 가맹점 활성화 확인 후 추가 요청합니다.,"['제로페이', '가맹점']",경제,기타,요청/개선,경제살리기과
의창 #@주소# 인근 제로페이 가맹점 인근 상가 활성화로 추가 요청합니다.,"['제로페이', '가맹점']",경제,기타,요청/개선,경제살리기과
"합성동 상권의 경우 향후 스타필드로 인한 상권 위축을 막고 경쟁력을 키우기 위해 동마산 시장과 연계될 수 있도록 신흥여객 주차장 부지, 농협 옆 주차장과 주변부 구경남 매일신문사 부지를 광장으로 추천합니다.","['합성동', '상권', '스타필드', '경쟁력', '신흥여객', '주차장', '농협']",경제,전통시장,건의/제기,경제살리기과
향후 스타필드로 인한 상권 위축을 막고 경쟁력을 키우기 위해 합성동 상권이 동마산 시장과 연계될 수 있도록 농협 옆 주차장과 주변부 구경남 매일신문사 부지와 신흥여객 주차장 부지를 광장으로 추천합니다.,"['스타필드', '경쟁력', '신흥여객', '주차장', '농협']",경제,전통시장,건의/제기,경제살리기과
"합성동 상권의 경우 향후 스타필드로 인한 상권 위축이 우려됩니다. 그래서 합성동 상권의 위축을 막고 경쟁력을 키우기 위해 동마산 시장과 연계될 수 있도록 신흥여객 주차장 부지, 농협 옆 주차장과 주변부 구경남 매일신문사 부지를 광장으로 건의합니다.","['합성동', '상권', '스타필드', '경쟁력', '신흥여객', '주차장', '농협']",경제,전통시장,건의/제기,경제살리기과
"향후 스타필드로 인한 상권 위축이 발생할 것으로 예상됩니다. 합성동 상권의 경쟁력을 키우기 위해서 합성동 상권이 동마산 시장과 연계될 수 있도록 신흥여객 주차장 부지, 농협 옆 주차장과 주변부 구경남 매일신문사 부지를 광장으로 건의합니다.","['스타필드', '경쟁력', '신흥여객', '주차장', '농협']",경제,전통시장,건의/제기,경제살리기과
"합성동 상권을 동마산 시장과 연계될 수 있도록 해서 향후 스타필드로 인한 상권 위축을 막고 경쟁력을 키우는것이 필요하니 신흥여객 주차장 부지, 농협 옆 주차장과 주변부 구경남 매일신문사 부지를 광장으로 추천하는 바 입니다.","['합성동', '상권', '스타필드', '경쟁력', '신흥여객', '주차장', '농협']",경제,전통시장,건의/제기,경제살리기과
창원사랑 상품권 주변에서 사용처를 찾기가 어려워요. 사용처를 확인했더니 시청 홈페이지 문서 파일은 로딩 중입니다. 담당 공무원한테 이메일로 요청했는데 소식이 없어서 화납니다.,"['창원사랑 상품권', '사용처']",경제,기타,항의,경제살리기과
창원사랑 상품권 주변에서 사용처를 못 찾겠어요. 사용처를 확인하니 시청 홈페이지 문서 파일은 하루종일 로딩 중이고 담당 공무원한테 이메일로 보내 달라고 했더니 소식이 없어서 짜증납니다.,"['창원사랑 상품권', '사용처']",경제,기타,항의,경제살리기과
창원사랑 상품권 사용처가 어디인가요? 사용처를 확인하니 시청 홈페이지 문서 파일은 오늘 종일 로딩 중이고 담당 공무원한테 이메일로 보내 달랬더니 연락이 없네요.,"['창원사랑 상품권', '사용처']",경제,기타,항의,경제살리기과
합성동 상권의 확장을 위해 테마거리를 조성해주세요.,"['합성동', '상권', '테마거리']",경제,골목경제,건의/제기,경제살리기과
합성동 상권의 확대를 위해 테마거리를 조성해주세요.,"['합성동', '상권', '테마거리']",경제,골목경제,건의/제기,경제살리기과
합성동 상권의 발전을 위해 테마거리를 조성해주세요.,"['합성동', '상권', '테마거리']",경제,골목경제,건의/제기,경제살리기과
합성동 상권의 확장을 위해 테마거리를 조성하면 좋겠습니다.,"['합성동', '상권', '테마거리']",경제,골목경제,건의/제기,경제살리기과
합성동 상권의 확장을 위해 테마거리를 만들어 주세요.,"['합성동', '상권', '테마거리']",경제,골목경제,건의/제기,경제살리기과
김해시는 상권활성화를 위해 지역경제과가 주도적으로 인제대 앞 특화거리를 조성한 반면 합성동은 상권이 점점 활기를 잃어가는 상황인데 시에서 주도적으로 상인들의 의욕을 살려주시길 바랍니다.,"['김해시', '상권활성화', '인제대 앞', '특화거리', '조성']",경제,전통시장,요청/개선,경제살리기과
김해시는 상권활성화를 위한 인제대 앞에 특화거리를 조성했습니다. 합성동 상권이 점점 활기를 잃어가는 상황에서 시에서 주도적으로 나서서 상인들의 의욕을 살려주시면 좋겠습니다.,"['김해시', '상권활성화', '인제대 앞', '특화거리', '조성']",경제,전통시장,요청/개선,경제살리기과
김해시는 지역경제과는 주도적으로 상권활성화를 위해 인제대 앞 특화거리를 조성했습니다. 합성동 상권이 점점 활기를 잃어가는 상황이고 시에서 주도적으로 상인들의 의욕을 살려주세요.,"['김해시', '상권활성화', '인제대 앞', '특화거리', '조성']",경제,전통시장,요청/개선,경제살리기과
제가 알기로는 합성동에 엄청난 규모의 정비사업이 있었던 것으로 알고 있습니다. 그러나 아직 도시가스가 들어오지 못하고 있는 이런 곳이 있다는 것이 말이 되는 소리입니까? 도시가스 공급 요청합니다.,"['합성동', '정비사업', '도시가스', '공급']",경제,기타,요청/개선,경제교통과
제가 알기로는 합성동에 대규모의 정비사업이 있었던 것으로 알고 있습니다. 그러나 아직 도시가스가 들어오지 못 하고 있으니 도시가스 공급 바랍니다.,"['합성동', '정비사업', '도시가스', '공급']",경제,기타,요청/개선,경제교통과
제가 알기로는 합성동에 엄청난 규모의 정비사업이 있었던 것으로 알고 있는데 아직 도시가스가 들어오지 못 하고 있으니 하루 빨리 공급 바랍니다.,"['합성동', '정비사업', '도시가스', '공급']",경제,기타,요청/개선,경제교통과
제가 알기로는 합성동에 대규모의 정비사업이 있었는데 아직 도시가스가 들어오지 못 하고 있습니다. 도시가스 공급 요청합니다.,"['합성동', '정비사업', '도시가스', '공급']",경제,기타,요청/개선,경제교통과
제가 알기로는 합성동에 엄청난 규모의 정비사업이 있었지만 현재는 도시가스가 들어오지 못 하고 있습니다. 신속히 도시가스 공급해주세요.,"['합성동', '정비사업', '도시가스', '공급']",경제,기타,요청/개선,경제교통과
#@주소# 상인들에게 현실적으로 당장 도움이 되는 테마거리(입간판 설치)를 경제살리기과가 바로 해결해 주시길 요청합니다.,"['테마거리', '입간판 설치', '해결']",경제,전통시장,요청/개선,경제살리기과
#@주소# 상인들에게 현실적으로 당장 도움이 되는 테마거리(입간판 설치)를 경제살리기과가 바로 해결해 주시면 좋겠습니다.,"['테마거리', '입간판 설치', '해결']",경제,전통시장,요청/개선,경제살리기과
#@주소# 상인들에게 현실적으로 당장 도움이 되는 테마거리(입간판 설치)를 경제살리기과가 바로 해결해 주시겠어요?,"['테마거리', '입간판 설치', '해결']",경제,전통시장,요청/개선,경제살리기과
창원시에 #@주소# 골목상권(#@주소#)입구에 테마거리 입간판 설치를 강력하게 요청합니다.,"['골목상권', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
창원시에 #@주소# 골목상권(#@주소#)입구에 테마거리에 입간판을 설치해서 상권을 살려주세요.,"['골목상권', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
창원시에 #@주소# 골목상권(#@주소#)입구에 테마거리 입간판 설치가 필요합니다.,"['골목상권', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
창원시에 #@주소# 골목상권(#@주소#)입구에 테마거리 입간판 설치를 해주셨으면 좋겠습니다.,"['골목상권', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
창원시에 #@주소# 골목상권(#@주소#)입구에 테마거리 입간판이 설치 되어야 할 것 같습니다.,"['골목상권', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
합성동 테마거리 앞에 입간판을 설치해 주시기 바랍니다.,"['합성동', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
합성동 테마거리 앞에 입간판을 설치해 주시겠어요?,"['합성동', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
합성동 테마거리 앞에 입간판을 설치해 주시길 요청합니다.,"['합성동', '테마거리', '입간판', '설치']",경제,전통시장,요청/개선,경제살리기과
"창원사랑상품권 사용하려고 하는데 실제 제로페이 가맹점과 상품권 가맹점이 상이하여 사용하기 불편 합니다.
상품권 가맹점 안내 및 홍보 시스템 개선을 바라겠습니다.","['창원사랑상품권', '제로페이', '가맹점', '상이']",경제,직업소개사업,요청/개선,경제살리기과
창원사랑상품권 사용하려고 하는데 실제 제로페이 가맹점과 상품권 가맹점이 상이하여 사용하기 불편하여 상품권 가맹점 안내 및 홍보 시스템 개선이 필요해보입니다.,"['창원사랑상품권', '제로페이', '가맹점', '상이']",경제,직업소개사업,요청/개선,경제살리기과
"창원사랑상품권 사용하려고 하는데 실제 제로페이 가맹점과 상품권 가맹점이 상이하여 사용할 때 불편을 겪습니다.
상품권 가맹점 안내 개선을 부탁드립니다.","['창원사랑상품권', '제로페이', '가맹점', '상이']",경제,직업소개사업,요청/개선,경제살리기과
"창원사랑상품권 사용하려고 하는데 실제 제로페이 가맹점과 상품권 가맹점이 상이하여 사용하기 불편합니다.
상품권 가맹점 안내를 정확히 해주시면 좋을듯 합니다.","['창원사랑상품권', '제로페이', '가맹점', '상이']",경제,직업소개사업,요청/개선,경제살리기과
"창원사랑상품권 사용하려고 하는데 실제 제로페이 가맹점과 상품권 가맹점이 상이하여 사용하기 불편함이 따릅니다.
상품권 가맹점 안내와 실제 가맹점에 오차가 없었으면 합니다.","['창원사랑상품권', '제로페이', '가맹점', '상이']",경제,직업소개사업,요청/개선,경제살리기과
부산 동백전화폐(카드)를 창원에도 도입하여 지역경제에 도움이 되면 좋겠습니다.,"['부산', '동백전화폐', '창원', '도입', '지역경제']",경제,지역경제정책,요청/개선,경제살리기과
부산 동백전화폐(카드)를 창원에도 도입하면 좋겠습니다. 지역경제에 도움이 될 것입니다.,"['부산', '동백전화폐', '창원', '도입', '지역경제']",경제,지역경제정책,요청/개선,경제살리기과
부산 동백전화폐(카드)를 창원에도 도입하여 지역경제에 도움이 되었으면 합니다. 창원시에도 도입해 주세요.,"['부산', '동백전화폐', '창원', '도입', '지역경제']",경제,지역경제정책,요청/개선,경제살리기과
송전탑 설치는 반드시 철회되어야 합니다. 물 맑고 깨끗한 동네에 이사 왔다고 좋아했는데 이 동네에 송전탑이 생긴다는 건 말도 안 되는 일입니다. 깨끗한 북면을 지키기 위해 노력해 주십시오.,"['송전탑', '설치', '북면', '철회']",경제,기타,요청/개선,경제교통과
송전탑이 생긴다는건 말이 안됩니다. 물 맑고 깨끗한 동네에 이사 왔다고 좋아했는데 깨끗한 북면을 지키기 위해 송전탑 설치는 반드시 철회해 주십시오.,"['송전탑', '설치', '북면', '철회']",경제,기타,요청/개선,경제교통과
물 맑고 깨끗한 동네에 이사 왔다고 좋아했는데 이 동네에 송전탑이 생긴다는 건 말도 안 되는 일입니다. 깨끗한 북면을 지키기 위해 송전탑 설치는 반드시 철회 바랍니다.,"['송전탑', '설치', '북면', '철회']",경제,기타,요청/개선,경제교통과
민원사항이 있습니다. 물 맑고 깨끗한 동네에 이사 왔다고 좋아했는데 이 동네에 송전탑이 생긴다는 건 말도 안 되는 일입니다. 깨끗한 북면을 지키기 위해 송전탑 설치는 반드시 철회 부탁드립니다.,"['송전탑', '설치', '북면', '철회']",경제,기타,요청/개선,경제교통과
물 맑고 깨끗한 동네에 이사 왔다고 좋아했는데 우리 마을에 송전탑이 생긴다는 건 말도 있을 수 없는 일입니다. 깨끗한 북면을 지키기 위해 송전탑 설치는 반드시 철회 바랍니다.,"['송전탑', '설치', '북면', '철회']",경제,기타,요청/개선,경제교통과
민원사항이 있습니다. 북면 송전탑 건설 취소 조치 요청합니다.,"['북면', '송전탑', '건설', '취소']",경제,기타,요청/개선,경제교통과
북면 송전탑 건설 취소 조치 요청드립니다.,"['북면', '송전탑', '건설', '취소']",경제,기타,요청/개선,경제교통과
북면 송전탑 건설 취소 조치 부탁합니다.,"['북면', '송전탑', '건설', '취소']",경제,기타,요청/개선,경제교통과
북면 송전탑 설치를 반대 합니다.,"['북면', '송전탑', '반대']",경제,기타,항의,경제교통과
북면 송전탑 설치를 재검토 해주시기 바랍니다.,"['북면', '송전탑']",경제,기타,항의,경제교통과
북면 송전탑 설치를 안하면 안될까요?,"['북면', '송전탑']",경제,기타,항의,경제교통과
북면 송전탑 설치 계획을 취소 해주세요.,"['북면', '송전탑']",경제,기타,항의,경제교통과
북면 송전탑 설치 반대를 요청합니다.,"['북면', '송전탑', '반대']",경제,기타,항의,경제교통과
#@주소#에 송전탑 설치에 대해 물어보고 싶은 것이 있습니다.,"['송전탑', '설치']",경제,기타,문의(질의),경제교통과
#@주소#에 송전탑 건설된다는데 계획을 취소할 수 있나요?,"['송전탑', '건설']",경제,기타,문의(질의),경제교통과
#@주소#에 들어오는 송전탑과 관련하여 건설 계획 변경에 대해 이야기하고 싶습니다.,['송전탑'],경제,기타,문의(질의),경제교통과
북면 감계 신도시에 추진 중인 고압 송전탑 이전에 대한 시장님의 견해를 말씀해 주시길 간곡하게 요청합니다.,"['북면', '감계', '신도시', '고압', '송전탑', '이전', '시장님', '견해']",경제,기타,요청/개선,경제교통과
민원 사항이 있습니다. 북면 감계 신도시에 추진 중인 고압 송전탑 이전에 대한 시장님의 견해를 말씀해 주시길 바랍니다.,"['북면', '감계', '신도시', '고압', '송전탑', '이전', '시장님', '견해']",경제,기타,요청/개선,경제교통과
북면 감계 신도시에 추진 중인 고압 송전탑있는데 이전에 대한 시장님의 견해를 말씀해 주시길 부탁드립니다.,"['북면', '감계', '신도시', '고압', '송전탑', '이전', '시장님', '견해']",경제,기타,요청/개선,경제교통과
북면 감계 신도시에 추진 중인 고압 송전탑 이전에 대한 시장님의 견해를 말씀 바랍니다.,"['북면', '감계', '신도시', '고압', '송전탑', '이전', '시장님', '견해']",경제,기타,요청/개선,경제교통과
북면 감계 신도시에 추진 중인 고압 송전탑 이전할 계획중이신데 대한 시장님의 견해를 말씀해주세요.,"['북면', '감계', '신도시', '고압', '송전탑', '이전', '시장님', '견해']",경제,기타,요청/개선,경제교통과
"한전은 주민들 핑계, 하지도 않은 주민들 의견 및 기술 핑계로 송전탑 건설계획으로 인한 고통을 더 이상 외면 마시고 주민들의 편에 서주시고 창원시의를 대표해서 주민들의 입장을 시장님께서 대변해주시기를 부탁드립니다.","['한전', '주민', '핑계', '송전탑', '건설계획', '창원시', '시장님', '대변']",경제,기타,요청/개선,경제교통과
한전은 주민들 불만사항과 하지도 않은 주민들 의견 및 기술문제로 인한 송전탑 건설계획으로 주민들을 힘들게 하고 있는데 더 이상 외면 마시고 주민들의 편에 서주시고 창원시 대표해서 주민들의 입장을 시장님께서 대변해주시기를 요청드립니다.,"['한전', '주민', '송전탑', '건설계획', '창원시', '시장님', '대변']",경제,기타,요청/개선,경제교통과
한전은 주민들 민원과 하지도 않은 주민들 의견 반영 및 기술 핑계로 송전탑 건설계획으로 불편을 주고 있기에 더 이상 외면 마시고 주민들의 편에 서주시고 창원시 대표해서 주민들의 입장을 시장님께서 대변해주시기를 부탁드립니다.,"['한전', '주민', '핑계', '송전탑', '건설계획', '창원시', '시장님', '대변']",경제,기타,요청/개선,경제교통과
북면 송전탑 건설계획을 취소 바랍니다.,"['북면', '송전탑', '건설계획', '취소']",경제,기타,요청/개선,경제교통과
북면 송전탑의 건설계획을 취소 해주세요. 부탁드립니다.,"['북면', '송전탑', '건설계획', '취소']",경제,기타,요청/개선,경제교통과
민원 사항이 있습니다. 북면 송전탑 건설계획을 취소 원합니다.,"['북면', '송전탑', '건설계획', '취소']",경제,기타,요청/개선,경제교통과
북면 송전탑 건설에 대한 계획을 취소 부탁해요.,"['북면', '송전탑', '취소']",경제,기타,요청/개선,경제교통과
북면 송전탑 건설계획을 취소 요청해요.,"['북면', '송전탑', '건설계획', '취소']",경제,기타,요청/개선,경제교통과
시장님의 북면 송전탑 입장을 정확하게 알고 싶어 질문드립니다.,"['시장님', '북면', '송전탑', '입장']",경제,기타,문의(질의),경제교통과
시장님의 북면 송전탑에 대한 입장을 분명히 알고 싶어 질의드립니다.,"['시장님', '북면', '송전탑', '입장']",경제,기타,문의(질의),경제교통과
시장님의 북면 송전탑 설립에 대한 입장 및 의견을 분명히 알고 싶으니 답변 바랍니다.,"['시장님', '북면', '송전탑', '입장']",경제,기타,문의(질의),경제교통과
창원시에 절실히 필요한 것은 기업 유치입니다.,"['창원시', '기업', '유치']",경제,지역경제정책,건의/제기,기획예산실
창원시에는 기업 유치가 절실히 필요합니다.,"['창원시', '기업', '유치']",경제,지역경제정책,건의/제기,기획예산실
창원시에 기업 유치를 해주세요.,"['창원시', '기업', '유치']",경제,지역경제정책,건의/제기,기획예산실
창원시에 기업을 유치해주세요.,"['창원시', '기업', '유치']",경제,지역경제정책,건의/제기,기획예산실
창원시에 기업을 유치할 것을 요구합니다.,"['창원시', '기업', '유치']",경제,지역경제정책,건의/제기,기획예산실
지역 소상공인과 상생협약 부분을 엄중히 검토해 스타필드 허가 여부를 최종 결정 부탁드립니다.,"['소상공인', '상생협약', '검토', '스타필드', '허가', '결정']",경제,기타,요청/개선,기획예산실
지역 소상공인과의 상생협약 부분을 엄격히 검토해 스타필드 허가 여부를 최종 결정 원합니다.,"['소상공인', '상생협약', '검토', '스타필드', '허가', '결정']",경제,기타,요청/개선,기획예산실
지역 소상공인과의 사이에서 상생협약 부분을 엄격히 검토해서 스타필드 허가에 대한 여부를 최종 결정 요청합니다.,"['소상공인', '상생협약', '검토', '스타필드', '허가', '결정']",경제,기타,요청/개선,기획예산실
북면 송전탑 건설 관련 창원시의 입장 문의합니다.,"['북면', '송전탑', '건설', '창원시', '입장']",경제,기타,문의(질의),경제교통과
북면 송전탑 건설에 대한 관련 창원시의 입장 알고싶어요.,"['북면', '송전탑', '건설', '창원시', '입장']",경제,기타,문의(질의),경제교통과
북면 송전탑 건설 관련한 창원시의 입장 알려주세요.,"['북면', '송전탑', '건설', '창원시', '입장']",경제,기타,문의(질의),경제교통과
북면 송전탑 건설 관련 창원시의 입장 질문드려요. 답변 부탁드립니다.,"['북면', '송전탑', '건설', '창원시', '입장']",경제,기타,문의(질의),경제교통과
북면 송전탑 건설에 대한 창원시의 입장이 궁금해요.,"['북면', '송전탑', '건설', '창원시', '입장']",경제,기타,문의(질의),경제교통과
창원 #@주소# 불법 포장마차의 의심할 여지없는 근절을 위해 단속해 주세요.,"['창원', '포장마차', '근절', '단속']",경제,기타,요청/개선,안전건설과
창원 #@주소# 불법 포장마차의 확실한 근절을 위해서 강력한 단속이 무엇보다 필요합니다.,"['창원', '포장마차', '근절', '단속']",경제,기타,요청/개선,안전건설과
창원 #@주소# 불법 포장마차의 확실한 근절을 위해 강력하게 단속해 주세요.,"['창원', '포장마차', '근절', '단속']",경제,기타,요청/개선,안전건설과
북면 송전탑과 변전소 건설 반대에 대해서 창원시는 명확하고 주민이 이해할 수 있는 근거와 대안을 제시하길 바랍니다.,"['북면', '송전탑', '변전소', '건설', '반대', '창원시', '명확하고', '주민']",경제,신재생에너지,항의,경제교통과
북면 송전탑과 변전소 건설 반대에 대해서 창원시는 정확하고 주민들이 이해할 수 있는 근거와 대안을 제시하길 원합니다.,"['북면', '송전탑', '변전소', '건설', '반대', '창원시', '주민']",경제,신재생에너지,항의,경제교통과
북면 송전탑과 변전소 건설 반대에 관한 사항에 대해서 창원시는 주민들이 명확하게 이해할 수 있는 근거와 대안을 제시하였으면 합니다.,"['북면', '송전탑', '변전소', '건설', '반대', '창원시', '주민']",경제,신재생에너지,항의,경제교통과
북면 송전탑과 변전소 건설 반대에 대해서 창원시의는 명확하고 주민이 이해할 수 있는 근거와 이에 대한 대안을 제시하길 부탁드립니다.,"['북면', '송전탑', '변전소', '건설', '반대', '창원시', '명확하고', '주민']",경제,신재생에너지,항의,경제교통과
북면 송전탑과 변전소 건설 반대에 관련하여 창원시는 정확히 주민이 이해할 수 있는 근거와 대안을 내놓기를 바랍니다.,"['북면', '송전탑', '변전소', '건설', '반대', '창원시', '주민']",경제,신재생에너지,항의,경제교통과
스타필드 누구를 위한 공론화인지 알고싶어요.,"['스타필드', '공론화']",경제,기타,문의(질의),기획예산실
스타필드 누구를 위한 공론화인지 궁금합니다.,"['스타필드', '공론화']",경제,기타,문의(질의),기획예산실
스타필드 누구를 위한 공론화인지 알려주세요.,"['스타필드', '공론화']",경제,기타,문의(질의),기획예산실
창원시에 스타필드 입점 꼭 시켜주세요. ,"['창원시', '스타필드', '입점']",경제,기타,요청/개선,기획예산실
창원시에 스타필드 입점했으면 좋겠습니다.,"['창원시', '스타필드', '입점']",경제,기타,요청/개선,기획예산실
창원시에 스타필드 입점 필요합니다.,"['창원시', '스타필드', '입점']",경제,기타,요청/개선,기획예산실
창원시에 스타필드 입점 요청합니다.,"['창원시', '스타필드', '입점']",경제,기타,요청/개선,기획예산실
창원시에 스타필드 들어오길 바랍니다.,"['창원시', '스타필드']",경제,기타,요청/개선,기획예산실
#@소속# 본부는 #@주소# 송전탑 건설에 대한 주민설명회를 생략하도록 의창구에 요청하고 있습니다. #@소속#은 주민과의 협의를 통해 1km 떨어진 지점에 지중화 등의 사업이 진행될 수 있도록 해주세요.,"['송전탑 건설', '주민설명회', '의창구', '요청', '협의']",경제,기타,요청/개선,경제교통과
#@소속# 본부는 #@주소# 송전탑 건설에 대한 주민설명회를 생략하도록 의창구에 요청하고 있으니 주민과의 협의를 통해 1km 떨어진 지점에 지중화 등의 사업이 진행될 수 있도록 해주세요.,"['송전탑 건설', '주민설명회', '의창구', '요청', '협의']",경제,기타,요청/개선,경제교통과
#@소속# 본부는 #@주소# 송전탑 건설에 대한 주민설명회를 생략하도록 의창구에 요청하고 있으니 주민과의 협의를 통해 1km 떨어진 지점에 지중화 등의 사업이 진행되도록 해주세요.,"['송전탑 건설', '주민설명회', '의창구', '요청', '협의']",경제,기타,요청/개선,경제교통과
창원시 관내에 폐광산 유무 문의 드립니다. ,"['창원시', '관내', '폐광산', '유무']",경제,기타,문의(질의),경제살리기과
창원시 관내에 폐광산 있는지 확인해주세요.,"['창원시', '관내', '폐광산']",경제,기타,문의(질의),경제살리기과
창원시 관내에 폐광산 있는지 확인 후 회신 부탁 드립니다.,"['창원시', '관내', '폐광산']",경제,기타,문의(질의),경제살리기과
창원시 관내에 폐광산 존재 하는지 확인 부탁 드립니다.,"['창원시', '관내', '폐광산', '존재']",경제,기타,문의(질의),경제살리기과
창원시 관내에 폐광산 존재 유무 문의 가능한 담당부서 연락처 안내해주세요.,"['창원시', '관내', '폐광산', '유무']",경제,기타,문의(질의),경제살리기과
창원시 #@주소#에 담배를 살 수 있는 편의점이 빨리 들어섰으면 좋겠습니다.,"['담배', '편의점']",경제,담배소매업,요청/개선,경제교통과
창원시 #@주소#에 담배를 살 수 있는 편의점이 빨리 입점하면 좋겠습니다.,"['담배', '편의점']",경제,담배소매업,요청/개선,경제교통과
창원시 #@주소#에 담배를 살 수 있는 편의점이 언제 들어옵니까?,"['담배', '편의점']",경제,담배소매업,요청/개선,경제교통과
다량 민원게시판 내 유니시티1단지 앞 종교부지 반대하는 민원건수를 업데이트 하지 않는 이유를 알려주세요. ,"['다량 민원게시판 내', '유니시티1단지 앞', '종교부지', '반대', '민원건수', '업데이트']",경제,지역경제정책,요청/개선,시민소통담당관
다량 민원게시판 내 #@주소#1단지 앞 종교부지 반대하는 민원건수를 업데이트 해주세요.,"['다량 민원게시판 내', '종교부지', '반대', '민원건수', '업데이트']",경제,지역경제정책,요청/개선,시민소통담당관
다량 민원게시판 내 #@주소#1단지 앞 종교부지 반대하는 민원건수를 업데이트 바랍니다.,"['다량 민원게시판 내', '종교부지', '반대', '민원건수', '업데이트']",경제,지역경제정책,요청/개선,시민소통담당관
다량 민원게시판 내 #@주소#1단지 앞 종교부지 반대하는 민원건수를 업데이트 요청합니다.,"['다량 민원게시판 내', '종교부지', '반대', '민원건수', '업데이트']",경제,지역경제정책,요청/개선,시민소통담당관
다량 민원게시판 내 #@주소#1단지 앞 종교부지 반대하는 민원건수를 업데이트 조치바랍니다.,"['다량 민원게시판 내', '종교부지', '반대', '민원건수', '업데이트']",경제,지역경제정책,요청/개선,시민소통담당관
제로페이는 소상공인들을 위한 정책이니 적극적인 홍보를 요청합니다.,"['제로페이', '홍보']",경제,기타,요청/개선,경제살리기과
제로페이는 소상공인들을 위한 정책이니 적극적인 홍보를 부탁드립니다.,"['제로페이', '홍보']",경제,기타,요청/개선,경제살리기과
제로페이는 소상공인들을 위한 정책이니 적극적으로 홍보해 소상공인들의 부담을 덜어주세요.,"['제로페이', '홍보']",경제,기타,요청/개선,경제살리기과
"회사에서 임금체불시 신고하려면 법률구조공단에 가야합니다. 회사가 노동법 위반했는데, 왜 노동자가 시간낭비 교통비 식사비 낭비해야합니까? 교통비, 식사비나 주세요.","['임금체불', '신고', '법률구조공단', '노동법', '위반', '노동자', '교통비', '식사비', '낭비']",경제,기타,항의,창원노동지청
"회사에서 임금체불 시 신고하려면 법률구조공단에 가야되는 것으로 알고 있어요. 회사가 노동법 위반했는데 노동자가 시간과 교통비, 식사비를 낭비해야합니까?","['임금체불', '신고', '법률구조공단', '노동법', '위반', '노동자', '교통비', '식사비', '낭비']",경제,기타,항의,창원노동지청
회사에서 임금체불 시 신고를 위해 법률구조공단에 가야합니다. 회사가 노동법 위반했는데 노동자가 시간낭비와 교통비 및 식사비를 낭비해야 하는 이유를 모르겠습니다.,"['임금체불', '신고', '법률구조공단', '노동법', '위반', '노동자', '교통비', '식사비', '낭비']",경제,기타,항의,창원노동지청
회사에서 임금체불 시 신고를 위해 법률구조공단에 가야합니다. 회사가 노동법 위반했는데 노동자가 시간낭비를 해야 하는 이유를 모르겠습니다.,"['임금체불', '신고', '법률구조공단', '노동법', '위반', '노동자', '낭비']",경제,기타,항의,창원노동지청
회사에서 임금체불 시 신고하려면 법률구조공단에 가야합니다. 회사가 노동법을 위반했는데 노동자가 왜 시간을 낭비하고 돈을 써야하는지 모르겠습니다.,"['임금체불', '신고', '법률구조공단', '노동법', '위반', '노동자', '낭비']",경제,기타,항의,창원노동지청
